corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2014-11-13 00:00:00,2014-11-13 00:00:00,2014-10-30 00:00:00,169631,977880498,Medium,Monitoring Inspections,749.1301(a) - Preliminary Service Planning-Complete a preliminary service plan that addresses child's immediate needs within 72 hours of admission,True
No,2014-10-06 00:00:00,2014-10-14 00:00:00,2014-07-16 00:00:00,169631,978079532,Medium Low,Self Reported Incidents,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,False
No,2014-10-06 00:00:00,2014-10-14 00:00:00,2014-07-16 00:00:00,169631,978079529,Medium,Self Reported Incidents,749.1951(a) - Disciplinary Measures-Only a caregiver known to & knowledgeable of the child may discipline the child,False
No,2014-10-06 00:00:00,2014-10-14 00:00:00,2014-07-16 00:00:00,169631,978079531,High,Self Reported Incidents,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2014-10-06 00:00:00,2014-10-14 00:00:00,2014-07-16 00:00:00,169631,978079526,High,Self Reported Incidents,HRC42.056(g) - BGC-persons cannot provide direct care/have direct access to children without all required background checks unless they meet certain criteria.,False
No,2014-08-09 00:00:00,2014-08-07 00:00:00,2014-05-31 00:00:00,169631,978079525,Medium High,Reports,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
No,2014-08-09 00:00:00,2014-08-07 00:00:00,2014-05-31 00:00:00,169631,978079519,High,Reports,749.1463(b)(5) - Administration of Medication-Ensure the child has taken the medication as prescribed,True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977951396,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977916098,Medium Low,Monitoring Inspections,"749.2471(3)(B) - Verification-Includes obtaining pictures of outside of foster home showing buildings, fences, storage areas, recreation areas, bodies of water, etc",True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977845339,Medium Low,Monitoring Inspections,749.1107(a)(2) - Child Admission Records-Include the court orders establishing who is the managing conservator for the child,True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977775463,Medium Low,Monitoring Inspections,"749.1107(a)(1) - Child Admission Records-Include the child's name, gender, race, religion, date of birth, and birthplace in the record at admission",True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977986720,Medium,Monitoring Inspections,749.1301(a) - Preliminary Service Planning-Complete a preliminary service plan that addresses child's immediate needs within 72 hours of admission,True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,977986721,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
No,2014-04-30 00:00:00,2014-04-18 00:00:00,2014-04-16 00:00:00,169631,978022147,High,Monitoring Inspections,"745.625(a)(5) - Initial background checks submitted - At the time a non-client resident 14 or older lives or moves into your home, or non-client resident turns 14
",True
No,2014-04-21 00:00:00,2014-04-21 00:00:00,2014-02-06 00:00:00,169631,978079511,Medium High,Reports,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
No,2014-04-21 00:00:00,2014-04-21 00:00:00,2014-02-06 00:00:00,169631,978079510,Medium High,Reports,749.1463(b)(6) - Administration of Medication-Ensure a person trained in & authorized to administer prescription medication administers the medication,True
No,2014-04-21 00:00:00,2014-04-21 00:00:00,2014-02-06 00:00:00,169631,978079509,Medium High,Reports,749.1003(b)(5)(B) - Children's rights-Adhere to the child's rights to be free from being subjected to corporal punishment,True
No,2013-07-15 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,977924731,Medium High,Monitoring Inspections,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2013-07-15 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,977783970,Medium High,Monitoring Inspections,749.3041(6) - Physical Environment-Foster home must ensure that windows and doors used for ventilation are screened,False
No,2013-07-15 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,977853846,Medium,Monitoring Inspections,749.3031(c) - Beds and bedding-mattresses must have covers or protectors,False
No,2013-07-15 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,977889311,High,Monitoring Inspections,749.3041(8) - Physical Environment-Foster home must ensure that house is free of rodents and insects,False
No,2013-07-23 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,978079502,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2013-07-23 00:00:00,2013-09-03 00:00:00,2013-06-25 00:00:00,169631,978079501,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",False
No,2013-06-17 00:00:00,2013-05-31 00:00:00,2013-05-04 00:00:00,169631,978079487,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2013-04-26 00:00:00,2013-04-12 00:00:00,2013-02-12 00:00:00,169631,978079474,Medium High,Self Reported Incidents,"749.2053 - Emergency Behavior Intervention-Only a qualified caregiver may administer emergency behavior intervention, except short personal restraint",True
No,2014-08-29 00:00:00,2014-09-02 00:00:00,2014-07-06 00:00:00,324621,978087197,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2014-02-13 00:00:00,2014-02-13 00:00:00,2013-12-18 00:00:00,324621,978087187,Medium High,Reports,749.503(a)(11)(A) - Serious Incident-Report to Licensing as soon as aware of a suicide attempt by a child,True
No,2013-11-27 00:00:00,2013-11-15 00:00:00,2013-09-23 00:00:00,324621,978087176,Medium High,Reports,"749.3041(7) - Physical Environment-Foster home must ensure that flammable or poisonous substances are stored out of reach of children, as needed",True
No,2013-11-27 00:00:00,2013-11-26 00:00:00,2013-09-23 00:00:00,324621,978087179,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-11-27 00:00:00,2013-10-23 00:00:00,2013-09-23 00:00:00,324621,978087177,High,Reports,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",True
No,2013-11-27 00:00:00,2013-11-26 00:00:00,2013-09-23 00:00:00,324621,978087175,High,Reports,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,True
No,2013-09-21 00:00:00,2013-10-14 00:00:00,2013-09-20 00:00:00,324621,977823986,High,Monitoring Inspections,749.1521(1) - Medication Storage-Store medication in a locked container,False
No,2013-10-17 00:00:00,2013-12-16 00:00:00,2013-08-14 00:00:00,324621,978087163,High,Reports,749.1521(1) - Medication Storage-Store medication in a locked container,False
No,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-23 00:00:00,167295,977872555,Medium High,Monitoring Inspections,749.2471(4)(A) - Verification-Includes ensuring and documenting that the home meets tuberculosis screening requirements,True
No,2014-09-25 00:00:00,2014-09-25 00:00:00,2014-09-23 00:00:00,167295,977767582,Medium High,Monitoring Inspections,"749.2901 - Health and Safety-all agency homes must comply with all applicable fire, health, and safety laws, ordinances, and regulations",True
No,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-23 00:00:00,167295,977872554,Medium,Monitoring Inspections,"749.2447(6) - Foster Home Screening-Agency documents the financial status of the prospective foster family; income, bank statements, and household expense reports",True
No,2014-08-18 00:00:00,2014-08-30 00:00:00,2014-08-01 00:00:00,167295,978076268,Medium High,Reports,"749.3041(7) - Physical Environment-Foster home must ensure that flammable or poisonous substances are stored out of reach of children, as needed",False
No,2014-08-18 00:00:00,2014-08-30 00:00:00,2014-08-01 00:00:00,167295,978076267,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2014-08-18 00:00:00,2014-08-30 00:00:00,2014-08-01 00:00:00,167295,978076266,Medium High,Reports,"749.3041(4) - Physical Environment-Foster home must ensure that outdoor areas are safe for children, kept clean, and in good repair",False
No,2013-11-27 00:00:00,2013-11-29 00:00:00,2013-11-20 00:00:00,167295,977931032,Medium,Monitoring Inspections,749.1307 - Service Planning-Complete the initial service plan within 40 days after child is admitted,False
Yes,2013-08-13 00:00:00,,2013-08-13 00:00:00,167295,977998772,Medium High,Monitoring Inspections,749.2561(c) - Restrictions on Placing-Infant and young children restrictions include biological and adopted children and children receiving respite and day care,True
No,2013-09-13 00:00:00,2013-09-13 00:00:00,2013-08-11 00:00:00,167295,978076246,Medium High,Reports,749.2627(a) - Respite-Agency must approve each occurrence of respite care in their homes and ensure respite care is not provided if it could be detrimental to child,True
No,2013-09-13 00:00:00,2013-09-13 00:00:00,2013-08-11 00:00:00,167295,978076244,Medium High,Reports,"749.2593(b)(3) - Supervision-When supervising a child, a caregiver must take into account the indoor and outdoor layout of the home",True
No,2013-09-13 00:00:00,2013-09-13 00:00:00,2013-08-11 00:00:00,167295,978076243,Medium High,Reports,"749.3145(1) - Wading/splashing pools-(less than two feet of water) must be stored out of children's reach, when not in use",True
No,2013-09-13 00:00:00,2013-09-13 00:00:00,2013-08-11 00:00:00,167295,978076245,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",True
No,2013-09-17 00:00:00,2013-09-19 00:00:00,2013-08-08 00:00:00,167295,978076241,Medium,Reports,749.2447(23)(A) - Foster Home Screening-Agency must request and assess home study and related documentation from CPA that previously studied the family,False
No,2013-09-17 00:00:00,2013-09-19 00:00:00,2013-08-08 00:00:00,167295,978076242,High,Reports,749.2445(a) - Verification-Agency must complete a foster home screening prior to verifying the foster home,False
No,2013-09-05 00:00:00,2013-09-19 00:00:00,2013-08-08 00:00:00,167295,978076240,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2013-06-24 00:00:00,2013-06-24 00:00:00,2013-06-20 00:00:00,167295,977880499,Medium High,Monitoring Inspections,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
No,2013-06-25 00:00:00,2013-06-27 00:00:00,2013-06-18 00:00:00,167295,977750706,Medium,Monitoring Inspections,749.2902(e) - Health Inspection-Copy of documentation that health inspection not available must be filed in each foster home record to which it applies,False
No,2013-06-18 00:00:00,2013-07-10 00:00:00,2013-05-06 00:00:00,167295,978076237,High,Reports,"745.615(b)(1)(B) - Required FBI background check - any person acting as a caregiver for foster children in the foster home, including a substitute employee",False
Yes,2014-02-03 00:00:00,,2012-09-06 00:00:00,167295,978076226,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",True
Yes,2014-08-13 00:00:00,,2014-08-13 00:00:00,167294,977845340,Medium Low,Monitoring Inspections,749.945(2) - Annual Training-Caregiver that administers psychotropic medication must receive annual psychotropic medication training every 12 months,True
No,2014-08-29 00:00:00,2014-09-03 00:00:00,2014-08-13 00:00:00,167294,977916100,Medium,Monitoring Inspections,749.2449(a)(5) - Interview For Foster Home Screening-Must include at least one family group interview with all family members living in the home,False
